pmid,arm_id,arm_label,arm_type,n_assigned,n_analyzed_neuroimaging,disease_condition,acupuncture_modality,stimulation_type,acupoints_used,anatomical_location,laterality,penetration,depth,depth_mm,manipulation,needle_type,needle_size,electrical_stim,electrical_frequency,electrical_intensity,needle_retention,needle_retention_min,session_duration,session_duration_min,n_sessions,n_sessions_numeric,treatment_period,deqi_intended,participant_instructions,treatment_rationale,practitioner_description,blinding,study_design
25916336,arm_MWoA,MWoA patients,verum_acupuncture,12,12.0,Migraine without aura (MWoA),manual_acupuncture,manual acupuncture,"['bilateral Sizhukong (SJ23)', 'Shuaigu (GB8)', 'Fengchi (GB20)', 'Taiyang (EX-HN5)', 'Hegu (LI4)', 'Taichong (LR3)', 'Waiguan (SJ5)', 'Yanglingquan (GB34)', 'Zulinqi (GB41)']",All acupoints were located according to the WHO standard acupuncture point locations in the Western Pacific Region,bilateral,inserted in an appropriate angle to a depth of 1.5-2.5 cm,1.5-2.5 cm,,Each acupuncture needle was twisted until the patient felt a de-qi sensation,disposable stainless steel acupuncture needles,"0.25 × 40 mm, Ande Co., Guizhou, China",False,not_applicable,not_applicable,retained for 30 min,30.0,30 min every time,30.0,5 times per week (from Monday to Friday) for 4 weeks,20.0,4 weeks,yes; each acupuncture needle was twisted until the patient felt a de-qi sensation,"all MWoA patients were told not to take any medication or preventive treatment during the whole study. In case of intolerable migraine attacks, patients could take analgesics they commonly used without the effect of migraine prevention and should record the doses and effects",The acupuncture treatment course was established according to Chinese guidelines of acupuncture for migraine patients,an independent practitioner with 7 years of clinical experience,not_reported,Longitudinal pre-post study with healthy control comparison; resting-state fMRI and DTI
25916336,arm_HC,healthy control (HC),healthy_control,12,12.0,Migraine without aura (MWoA),,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Longitudinal pre-post study with healthy control comparison; resting-state fMRI and DTI
26161117,arm_ALBP,ALBP subjects,other,28,28.0,Experimental acute low back pain (ALBP) induced by intramuscular hypertonic saline injection,non_acupuncture,intramuscular hypertonic saline injection,[],right lower back muscle; 2 cm lateral to the spinous process of the fourth lumbar vertebra,right,vertically inserted at a depth of 1.5 cm,1.5 cm,15.0,"bolus injection (0.1 mL within 5 s) and subsequent continuous injection (0.15 mL/min); sterile hypertonic saline (10 mL, 5%); attached via a long connecting tube to a computer-controlled power injector (Spectris Solaris EP; Medrad, Inc., Warrendale, PA, USA)",indwelling needle (24 gauge),24 gauge,False,not_applicable,not_applicable,continual throughout scanning process,,6 min pain status scan (injection ongoing continually throughout subsequent scans),6.0,1,1.0,single session,not_applicable,not_reported,to induce a persistent moderate-high pain in ALBP subject,not_reported,subjects kept eyes and ears closed; subjects were purposely misguided that they would receive two different forms of acupuncture; single-blind (subjects blinded to condition type),block design fMRI study; within-subject crossover; experimental acute low back pain (ALBP) model induced by hypertonic saline injection in healthy volunteers
26211895,arm_genuine,genuine acupuncture stimulation (session 1 / manual stimulation),verum_acupuncture,14,14.0,healthy volunteers,manual_acupuncture,manual acupuncture,"['PC6', 'HT7']",left hand,left,not_reported,not_reported,,All stimulations were administered according to the beat of a 1-Hz metronome transmitted via earphones,Non-magnetic titanium sterile acupuncture needles,"40-mm-long and 0.20 mm in diameter (DongBang Acupuncture Inc.; Boryeoung, Republic of Korea)",False,not_applicable,not_applicable,not_reported,,6 seconds per stimulation period; 20 trials per session; overall time for each trial was 30 seconds,,1 session (session 1),1.0,single session within fMRI scan,not_reported,participants were told to expect manual stimulation; required to discriminate stimulated location between PC6 and HT7 using two-alternative forced choice (2AFC) task and rate intensity by pressing one of four buttons,to investigate brain response to genuine acupuncture during manipulation of bodily attention,licensed and experienced Doctor of Korean Medicine,"participants were informed session 1 was manual stimulation and session 2 was electro-acupuncture; no participant expressed suspicions about the pseudo-stimulation; order was fixed (genuine first, pseudo second)",within-subject fMRI experiment with two scanning sessions
26211895,arm_pseudo,pseudo-stimulation (session 2 / electro-acupuncture label),sham_acupuncture,14,12.0,healthy volunteers,sham_needling,no external physical stimulation applied; acupuncture needles inserted but not stimulated,"['PC6', 'HT7']",left hand,left,needles were inserted but no stimulation was given,not_reported,,no manipulation; no external physical stimulation was applied,Non-magnetic titanium sterile acupuncture needles,"40-mm-long and 0.20 mm in diameter (DongBang Acupuncture Inc.; Boryeoung, Republic of Korea)",False,not_applicable,not_applicable,not_reported,,6 seconds per stimulation period; 20 trials per session; overall time for each trial was 30 seconds,,1 session (session 2),1.0,single session within fMRI scan,not_reported,participants were informed that they would receive electrical acupuncture stimulation during the blue cross stimulus; required to discriminate stimulated location and rate intensity; genuine acupuncture session (session 1) always came first to enhance credibility of tactile perception,to retain bodily attention at the acupuncture site without actual acupuncture stimulation; to isolate bodily attention component from physical afferent stimulation,licensed and experienced Doctor of Korean Medicine,"participants were informed session 1 was manual stimulation and session 2 was electro-acupuncture; no participant expressed suspicions about the pseudo-stimulation; order was fixed (genuine first, pseudo second)",within-subject fMRI experiment with two scanning sessions
26467429,arm_KI3,KI3 group,verum_acupuncture,15,15.0,healthy volunteers,sham_needling,sham acupuncture,"['KI3', 'Taixi']",KI3 is located in the medial part of the foot at the cavity between the rear medial malleolus and the tendon of heel bone,not_reported,did not pierce the skin at KI3,not_reported,,not_reported,not_reported,"0.30 × 25-45 mm, HwaTo, Medical Supplies Co., Ltd. Suzhou",False,not_applicable,not_applicable,30 min,30.0,30 min,30.0,1,1.0,not_reported,not_reported,Volunteers wore blindfolds during acupuncture,not_reported,not_reported,all volunteers were blind to the interventions they received; volunteers wore blindfolds during acupuncture,"random, single-blind trial"
26467429,arm_nonacupoint,non-acupoint group,active_control,15,15.0,healthy volunteers,manual_acupuncture,manual acupuncture,[],"on the thighs, 2 cm medial to the midpoint of the line attaching the anterior superior iliac spine and the bottom-outer corner of the patellar tendon",not_reported,inserted to 2 cm deep,2 cm,20.0,"After Deqi, twisting (90-180°, 60-90 times/min), and lifting-thrusting (0.3-0.5 cm, 60-90 times/min) were performed for 1 min. This was repeated every 10 min for a total of 3 times over a 30-min span","HwaTo, Medical Supplies Co., Ltd. Suzhou",0.30 × 25-45 mm,False,not_applicable,not_applicable,30 min,30.0,30 min,30.0,1,1.0,not_reported,After Deqi,Volunteers wore blindfolds during acupuncture,not_reported,not_reported,all volunteers were blind to the interventions they received; volunteers wore blindfolds during acupuncture,"random, single-blind trial"
26839078,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,20,11.0,Migraine without aura (MwoA),manual_acupuncture,manual acupuncture,"['Yanglingquan (GB34)', 'Qiuxu (GB40)', 'Waiguan (SJ5)']",not_reported,All acupoints and non-acupoints were punctured bilaterally,penetration of 5 to 15mm,5 to 15mm,,"gently twisted, lifted, and thrust at an even amplitude, force, and speed to acquire deqi sensation",disposable stainless steel fine needles,not_reported,False,not_applicable,not_applicable,30 min each session,30.0,30 min each,30.0,20 treatments over a four-week period,20.0,four-week period: once per day for five weekdays followed by a two-day break,"yes; deqi sensation (soreness, numbness, heaviness, distention or dull pain at the site of needle placement)",not_reported,not_reported,Two licensed acupuncturists,not_reported,"Randomized controlled trial with resting-state fMRI; patients randomized to verum acupuncture, sham acupuncture, and waiting list groups; healthy controls recruited for baseline comparison"
26839078,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,20,11.0,Migraine without aura (MwoA),manual_acupuncture,manual acupuncture,"['Xiyangguan (GB33)', 'Diwuhui (GB42)', 'Sanyangluo (SJ8)']",not_reported,All acupoints and non-acupoints were punctured bilaterally,penetration of 5 to 15mm,5 to 15mm,,"gently twisted, lifted, and thrust at an even amplitude, force, and speed to acquire deqi sensation",disposable stainless steel fine needles,not_reported,False,not_applicable,not_applicable,30 min each session,30.0,30 min each,30.0,20 treatments over a four-week period,20.0,four-week period: once per day for five weekdays followed by a two-day break,"yes; deqi sensation (soreness, numbness, heaviness, distention or dull pain at the site of needle placement)",not_reported,not_reported,Two licensed acupuncturists,not_reported,"Randomized controlled trial with resting-state fMRI; patients randomized to verum acupuncture, sham acupuncture, and waiting list groups; healthy controls recruited for baseline comparison"
26839078,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,20,13.0,Migraine without aura (MwoA),manual_acupuncture,manual acupuncture,"['Zusanli (ST36)', 'Chongyang (ST42)', 'Pianli (L16)']",not_reported,All acupoints and non-acupoints were punctured bilaterally,penetration of 5 to 15mm,5 to 15mm,,"gently twisted, lifted, and thrust at an even amplitude, force, and speed to acquire deqi sensation",disposable stainless steel fine needles,not_reported,False,not_applicable,not_applicable,30 min each session,30.0,30 min each,30.0,20 treatments over a four-week period,20.0,four-week period: once per day for five weekdays followed by a two-day break,"yes; deqi sensation (soreness, numbness, heaviness, distention or dull pain at the site of needle placement)",not_reported,not_reported,Two licensed acupuncturists,not_reported,"Randomized controlled trial with resting-state fMRI; patients randomized to verum acupuncture, sham acupuncture, and waiting list groups; healthy controls recruited for baseline comparison"
